SMILES,Formula,Molecular weight,LogP,H-bond donor,H-bond acceptor,TPSA,Rotatable bonds,pIC50
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cncc(c1)C#N,C49H58N8O7,870.4428461959999,5.133380000000005,3,11,190.2,8,0
COC(C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(F)cc(c3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@@H](COC1CN(C1)C(=O)C#CC(C)(C)N(C)C)C(C)C,C54H67F4N7O7,1001.503810364,7.270700000000008,2,11,147.57,11,0
COC(C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C[C@H]3CN(CCO3)c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@@H](COC1CN(C1)C(=O)C#CC(C)(C)N(C)C)C(C)C,C52H71F3N8O8,992.534695892,5.517400000000007,2,13,160.04,11,0
COC(C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@@H](COC1CN(C1)C(=O)C#CC(C)(C)N(C)C)C(C)C,C54H68F3N7O7,983.513232176,7.131600000000008,2,11,147.57,11,0
CC[C@@H](N(C)C(=O)C1CN(C1)C(=O)C#CC(C)(C)N(C)C)C(=O)N[C@H]1Cc2cccc(c2)-c2ccc3n(CC(F)(F)F)c(c(CC(C)(C)COC(=O)[C@@H]4CCCN(N4)C1=O)c3c2)-c1cccnc1[C@H](C)OC,C54H67F3N8O7,996.508481144,6.327400000000009,2,11,158.65,10,0
CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3coc(n3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](COC1CN(C1)C(=O)C#CC(C)(C)N(C)C)OC,C49H61F3N8O9,962.4513601920002,4.8624000000000045,2,14,182.83,11,0
CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C[C@H]3CN(CCO3)c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N1CC[C@]2(CCN(C2)C(=O)C#CC(C)(C)N(C)C)C1=O,C55H74F3N9O8,1045.561244988,5.493400000000007,2,13,171.12,9,0
CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3ncc(o3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC(C)(C)N(C)C,C53H68F3N9O8,1015.514294796,5.951500000000007,2,13,184.68,10,0
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@@H](COC1CN(C1)C(=O)C#CC(C)(C)N(C)C)C(C)C)-c1cccnc1C(C)OC,C51H68N8O7S,936.493167516,6.045700000000006,2,13,160.46,11,0
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)N(CCOc1ccc2ccccc2c1)S(=O)(=O)c1ccc(NO)cc1,C24H28N2O9S,520.151551476,0.5105000000000001,6,10,169.01999999999998,9,0
O=C(CCc1cccnc1)N(Cc1cccs1)Cc1nc2CCOCc2c(=O)[nH]1,C21H22N4O3S,410.141261564,2.4607,1,6,88.18,7,0
COc1cccc(OC)c1-c1noc(C2CC2)c1COc1ccc(c(Cl)c1)C1(O)CN(C1)c1ncc(cc1F)C(O)=O,C30H27ClFN3O7,595.152156104,5.408700000000007,2,9,127.38,10,0
CNC(=O)c1ccccc1Sc1ccc2c(\C=C\c3ccccn3)n[nH]c2c1,C22H18N4OS,386.1201321960001,4.639100000000004,2,4,70.67,5,0
CC(C)NCCN([C@@H]1CC[C@@]2(CC2C1)c1cccc(c1)C#N)C(=O)Nc1cc(Cl)nc(Cl)c1,C25H29Cl2N5O,485.17491590800006,5.602380000000005,2,4,81.05,7,0
Clc1cccc2c(ccnc12)-n1cnc2c(cc(cc12)N1CCOCC1)-c1nnc[nH]1,C22H18ClN7O,431.126135876,3.8488000000000033,1,7,84.75,3,0
Cc1cc(C)cc(c1)-c1ccc2c(NC(=O)c3ccccc3NC(=O)C=C)n[nH]c2c1,C25H22N4O2,410.174275944,5.223540000000004,3,3,86.88,5,0
CCCNC(=O)Nc1cccc(c1)-n1c(nc2cccc(Cl)c2c1=O)[C@H](C)Nc1ncnc(N)c1C#N,C25H24ClN9O2,517.1741486880002,3.987580000000001,4,9,163.64,7,0
CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@H](O)[C@H](O)CO)C(O)=O)N=C(N)N,C12H20N4O7,332.1331989800001,-3.785499999999996,7,7,200.72000000000003,6,0
Nc1ccc(CN[C@H]2CCC(CC2)c2ccc(c(c2-c2nnn[nH]2)S(N)(=O)=O)C(F)(F)F)cn1,C20H23F3N8O2S,496.1616776360001,2.3261000000000003,4,8,165.56,6,0
OC(CNCCCc1ccccc1)c1ccc(O)c2[nH]c(=O)ccc12,C20H22N2O3,338.163042564,2.4895,4,4,85.35,7,0
CC(C)(C)OC(=O)N1CCC2(CCN(C2)C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)C1,C28H31FN4O4,506.2329336920001,4.126100000000004,1,5,95.6,3,0
CC(C)n1nc(-c2cc3c(C)cccc3[nH]2)c2c(N)ncnc12,C17H18N6,306.159294576,3.4461200000000005,2,5,85.41,2,0
Clc1nc(Nc2ccc(cc2)N2CCOCC2=O)nc(n1)N1CCCC1,C17H19ClN6O2,374.12580152800007,2.2319999999999998,1,7,83.47999999999999,4,0
OC(c1ccc(CBr)cc1)(C(F)(F)F)C(F)(F)F,C10H7BrF6O,335.95844626400003,3.893700000000001,1,1,20.23,2,0
COc1cc(cn2ncnc12)-c1[nH]c2ccc(nc2c1C(C)C)N1CC(C1)NCC(=O)N(C)C,C24H30N8O2,462.2491722,2.271,2,8,103.68,7,0
O=C(NC1CCCCC1)Nc1ccc(Oc2ncnc3n[nH]cc23)cc1,C18H20N6O2,352.16477388000004,3.599400000000002,3,5,104.82,4,0
COc1cc(ccn1)-c1cccnc1Oc1ccc(Nc2ccccn2)cc1,C22H18N4O2,370.142975816,5.083100000000004,1,6,69.16000000000001,6,0
COc1ccc2NC(=O)C(=Cc3cnc[nH]3)c2c1,C13H11N3O2,241.085126592,1.911,2,3,67.00999999999999,2,0
CC(C)C(NC(=O)NC(C)(C)C)C(=O)c1ccc(Cl)cc1,C16H23ClN2O2,310.144805656,3.645000000000003,2,2,58.2,4,0
CC[C@@H]1N=C(N)O[C@H]1C,C6H12N2O,128.094963004,0.4984000000000003,1,3,47.61,1,0
CC(C)(C)c1nc(-c2ccc(F)nc2)c2nnn(Cc3ccccc3Cl)c2n1,C20H18ClFN6,396.126550476,4.421600000000002,0,6,69.38,3,0
Nc1c(Cl)cc(cc1Cl)C(=O)N(C1CC1)[C@H]1CC[C@H](CC1)C(=O)NCC(O)=O,C19H23Cl2N3O4,427.10656157599993,2.9398,3,4,112.73000000000002,6,0
CCN(CCF)S(=O)(=O)NC(=O)[C@]1(C[C@H]1C=C)NC(=O)[C@@H]1C[C@@]2(CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCCN1C(C)C)C1CCCCC1)C(C)(C)C)C(C)(C)[C@]21CCC1,C45H74FN7O7S,875.535446928,4.356000000000009,4,8,177.33,16,0
CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc(nn1)C1(N)CCNCC1,C20H25F4N5O2,443.19443792000015,2.7513000000000005,2,7,95.06,9,0
O=c1[nH]nc2CCCCc3[nH]c4cccc1c4c23,C14H13N3O,239.105862036,2.3418,2,2,57.25,0,0
CC(C)(C)OC(=O)NCCCC(=O)NCCc1ccc(cc1)S(N)(=O)=O,C17H27N3O5S,385.16714196400005,1.2976,3,5,127.58999999999996,8,0
COc1ccc(F)cc1C(C)(C)CC(O)(Cn1ccc(=O)c2ccccc12)C(F)(F)F,C23H23F4NO3,437.161406476,4.810500000000004,1,4,51.46,6,0
O=C(N[C@H]1CC[C@H](CCN2CCN(CC2)c2nsc3ccccc23)CC1)c1cc2ccccc2s1,C28H32N4OS2,504.201753644,6.011900000000006,1,6,48.470000000000006,6,0
CCCc1ncc2Cc3c(ncn3-c3ccccc3-c2n1)C(=O)OCC,C20H20N4O2,348.15862588,3.362700000000002,0,6,69.9,4,0
OC(c1nccs1)c1ccc(F)c(c1)-c1ncnc2cc(sc12)N1CCOCC1,C20H17FN4O2S2,428.077696004,3.872200000000003,1,8,71.37,4,0
COc1ccc(F)cc1-c1c(cnc2[nH]c(cc12)C1CCN(CC(=O)N(C)C)CC1)C#N,C24H26FN5O2,435.207053292,3.5168800000000022,1,5,85.25,5,0
ClCCC(=O)N1CCN(CC1)c1ccc(\C=C2/C(=O)Nc3ccccc23)cc1,C22H22ClN3O2,395.140054624,3.456800000000002,1,3,52.650000000000006,4,0
Cc1ccc(Cn2\c(=N\c3cccc(c3F)C(F)(F)F)[nH]c(=O)n(CCC(O)=O)c2=O)cc1,C21H18F4N4O4,466.126417936,2.55982,2,6,109.45,6,0
Cn1cnc(c1)S(=O)(=O)N1C[C@@H](Nc2ccc(F)c(Cl)c2)[C@@H](C1)c1ccccc1,C20H20ClFN4O2S,434.09795278,3.4814000000000025,1,5,67.23,5,0
CCOc1cc(-c2ccc(nc2)N2CCC(CN3CCN(CC)[C@H](C)C3)(CC2)C(=O)NCC(C)C)c2c(cnn2c1)C#N,C33H46N8O2,586.3743727120001,4.051480000000002,1,9,102.03,10,0
FC1CC(C1)n1cnc(c1-c1ccc2ncc(C#N)n2n1)-c1ccc(F)c(Cl)c1,C20H13ClF2N6,410.08582853600007,4.596980000000002,0,6,71.8,3,0
CS(=O)(=O)NC(=O)CCCc1c([nH]c2ccc(cc12)C#N)-c1ccc(F)cc1,C20H18FN3O3S,399.105290656,3.244180000000002,2,4,102.82,6,0
COc1cc(cc(OC)c1OC)-c1cc(=O)c2cc(O)ccc2o1,C18H16O6,328.09468823199995,3.1914000000000016,1,6,78.13000000000001,4,0
CC(C)n1cc(C(=O)Nc2ccc(Oc3cc(cn4nccc34)N3CCS(=O)(=O)CC3)c(F)c2)c(=O)n(-c2ccc(F)cc2)c1=O,C31H28F2N6O6S,650.175910056,3.7854000000000023,1,11,137.01,7,0
O=C(NCCCCN1CCN(CC1)c1ccccc1)c1cc2ccccc2o1,C23H27N3O2,377.210327104,3.7650000000000015,1,4,48.720000000000006,7,0
Fc1ccccc1Cn1nc(cc1-c1ccon1)-c1nccc(NS(=O)(=O)CC(F)(F)F)n1,C19H14F4N6O3S,482.078422188,3.4865000000000013,1,8,115.8,7,0
Cc1noc(C)c1-c1ccc(cc1)-c1nc2cnccn2c1NC(C)(C)C,C21H23N5O,361.19026035600007,4.878540000000004,1,6,68.25,3,0
Nc1nc(N)c2c(CCCc3cc(cs3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)coc2n1,C19H21N5O6S,447.1212543919999,1.6717999999999995,5,9,194.66,10,0
CN1CCc2cc(ccc2C(C1)NC(=O)c1cn(nn1)C(C)(C)C)-c1ccnc(Nc2cnn(C)c2)n1,C26H32N10O,500.2760556440001,2.9262000000000006,2,10,118.68,5,0
Cc1nn(C)c2n(Cc3ccccc3)cc(C(=O)NC3CCCCC3)c(=O)c12,C22H26N4O2,378.205576072,3.1542200000000014,1,5,68.92,4,0
Fc1ccc(nc1)-c1ccn(CC2OCCCN2C(=O)c2cc(F)ccc2-c2ncccn2)n1,C24H20F2N6O2,462.16158032,3.569100000000001,0,7,86.03,5,0
CC(C)Cn1c2ccc(Nc3ncccn3)cc2c2c3CNC(=O)c3c3-c4cn(C)nc4CCc3c12,C28H27N7O,477.22770848400006,4.726600000000003,2,7,89.66000000000001,4,0
CCS(=O)(=O)Nc1cccc(c1)-c1ccc(cn1)[C@H]1C[C@@H]1N,C16H19N3O2S,317.1197978480001,2.3248,2,4,85.08,5,0
CCN(CC)C(=O)CC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)c1nccs1,C31H45N5O6S,615.30905516,3.941100000000003,3,8,146.8,17,0
CC(=O)N1CCC(CC1)C(=O)N1N=CC[C@H]1c1ccccc1,C17H21N3O2,299.163376912,2.2043,0,3,52.98,2,0
Cc1cc(COc2ccc(cc2)C(=O)NCC2(N3CCN(CC3)S(C)(=O)=O)C(=O)NC(=O)NC2=O)c2ccccc2n1,C28H30N6O7S,594.1896682999999,0.5340200000000025,3,9,167.11,8,0
CC(=O)c1c(O)c(OCc2ccccc2)c2occc2c1OCc1ccccc1,C24H20O5,388.13107374,5.499000000000004,1,5,68.9,7,0
COc1ccc(cc1O)-c1c2c(n3ccc4cc(OC)c(OC)cc4c13)c(=O)oc1cc(OS([O-])(=O)=O)c(OC)cc21,C29H22NO11S-,592.0919051039099,4.598100000000003,1,12,158.2,7,0
Cc1cccc2cc3CN(Cc4ccco4)\C(Sc3nc12)=N\CC1CCCO1,C22H23N3O2S,393.151097976,4.779120000000004,0,5,50.86,4,0
C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(n1)-c1ccc2[nH]ccc2c1,C19H22N4O3S,386.1412615640001,2.3946000000000005,1,6,88.18,4,0
COc1ccc(nc1)C(=O)Nc1ccc(cc1)C1CCNC1,C17H19N3O2,297.14772684800005,2.4194000000000004,2,4,63.25,4,0
CN(C)c1ccc2nc3ccc(cc3sc2c1)=[N+](C)C,C16H18N3S+,284.12159499609,2.498900000000001,0,3,19.14,1,0
CC(=O)NCCNc1cccc2ccccc12,C14H16N2O,228.126263132,2.3878000000000004,2,2,41.13,4,0
CCOC(=O)c1c(C)[nH]c2c1c(cn(C)c2=O)C#CC1(O)CCCCC1,C20H24N2O4,356.173607248,2.3984200000000007,2,5,84.32000000000001,2,0
CCn1cc(c(n1)C(F)(F)F)-c1cc(CNC(=N)C2CCOC2)cc(c1)C(=O)N[C@@H](C1CC1)c1ccc(F)c(C)c1,C30H33F4N5O2,571.2570381759999,6.020790000000005,3,5,92.03,9,0
CC1CCCCC1NC(=O)CN1C(=O)c2cccc(N)c2C1=O,C17H21N3O3,315.158291532,1.5597,2,4,92.5,3,0
CN(C)CCNC(=O)c1cncc(c1)-c1cccc(c1)C(=O)N[C@H]1CN[C@H](C1)C(=O)Nc1ccc(Cl)c(c1)C(F)(F)F,C29H30ClF3N6O3,602.2020011600001,3.811200000000001,4,6,115.46,9,0
CCCNC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H]([C@@H](C)CC)C(=O)N1CCC[C@H]1C(O)=O,C18H29N3O6,383.205635648,-0.1134999999999968,3,5,128.34,9,0
NCc1cccc(c1)-n1nc(cc1C(=O)Nc1cccc(c1)C(NCC1CC1)c1cccc(c1)C#N)C(F)(F)F,C30H27F3N6O,544.219844144,5.5627800000000045,3,6,108.76,9,0
CCCCOc1ncnc2c3cc(F)ccc3[nH]c12,C14H14FN3O,259.112090288,3.429100000000002,1,3,50.8,4,0
COc1ncc(F)cc1CN1CCN(CC1)c1ccc(cn1)-c1cc(cn2ncc(C#N)c12)-c1cnn(C)c1,C28H26FN9O,523.2244346720001,3.533380000000002,0,10,100.4,6,0
COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(c4)-c4ccoc4)cc3F)ccnc2cc1OCCCN1CCOCC1,C33H32FN3O7S,633.194499584,6.336700000000007,1,9,112.36,12,0
NC1CCCN(C1)C1CC(CC1n1cccn1)c1ccc(F)cc1,C19H25FN4,328.20632502,2.9326000000000008,1,4,47.08,3,0
CC(NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(C#CC3(O)CN4CCC3CC4)c2c(=O)n1-c1ccccc1,C33H31N7O3,573.248837852,2.9148000000000005,3,9,130.78,4,0
Clc1ccc(CNc2ncc(C(=O)NCCCN3CCCC3=O)c(NC3CCCC3)n2)c(Cl)c1,C24H30Cl2N6O2,504.18072956,4.492300000000003,3,6,99.25,10,0
FC(F)Oc1cccc(CNC(=O)Nc2ccc(cc2F)[C@H]2CNCCO2)c1,C19H20F3N3O3,395.14567616,3.409700000000001,3,4,71.62,6,0
Cc1cccc(CNC(=O)c2nn(CCO)c3CCN(Cc4c[nH]c5ccccc45)Cc23)c1,C26H29N5O2,443.232125168,3.153420000000001,3,5,86.18,7,0
C[C@H]1CN(Cc2ccc(F)c(c2)-c2ccc(N3CCN(C)CC3)c(NC(=O)c3c[nH]c(=O)cc3C(F)(F)F)c2)C[C@@H](C)O1,C31H35F4N5O3,601.26760286,4.813100000000004,2,6,80.91000000000001,6,0
C[C@@H]1COCCN1c1cc(nc(n1)-c1ccnc2[nH]ccc12)C(C)(C)O,C19H23N5O2,353.185174976,2.472400000000001,2,6,87.16000000000001,3,0
CN1CCC(CC1)c1cc(C)c2nc([nH]c2c1)-c1c(NC[C@@H](O)c2cccc(Cl)c2)cc[nH]c1=O,C27H30ClN5O2,491.20880288,4.834720000000004,4,5,97.04,6,0
C[C@@]1(O)CCC[C@H]1n1c2nc(NC3CCN(CC3)S(N)(=O)=O)ncc2cc(Cl)c1=O,C18H25ClN6O4S,456.13465196,1.0007000000000006,3,8,143.44,4,0
CC(C)(O)C(=O)NCC1CCc2c(C1)sc1ncnc(Nc3ccc4[nH]c(=O)sc4c3)c21,C22H23N5O3S2,469.124231596,3.329900000000001,4,8,120.0,5,0
OCCN1CCN(CC1)c1nc2CCN(CCc2c(Nc2ccc(cc2)C(F)(F)F)n1)c1ncccc1C(F)(F)F,C27H29F6N7O,581.2337778680001,4.372300000000004,2,8,80.65,6,0
N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CC(O)=O)C(O)=O,C12H22N6O6,346.1600824239999,-3.262729999999996,8,6,220.71999999999997,11,0
CC(C)OC(=O)c1cccnc1N1CCN(CC1)c1cccc(Cl)c1,C19H22ClN3O2,359.140054624,3.626800000000003,0,5,45.67,4,0
CS(=O)(=O)CC[C@@H]1OCC[C@@]2([C@H]1COc1c(F)ccc(F)c21)S(=O)(=O)c1ccc(cc1)C#N,C22H21F2NO6S2,497.07783583200006,2.7378800000000005,0,7,110.53,5,0
Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)C1(CC1)S(=O)(=O)c1cccc(F)c1)C(F)(F)F,C23H21F4N5O3S,523.130123412,3.5783000000000023,1,8,111.29999999999998,5,0
Cn1c2ccccc2n(CCOc2ccc(Cl)cc2Cl)c1=O,C16H14Cl2N2O2,336.043233048,3.725800000000003,0,4,36.16,4,0
OC[C@H]1O[C@H](C[C@@H]1O)n1ccc(NCc2ccco2)nc1=O,C14H17N3O5,307.11682064400003,0.0890999999999997,3,8,109.75,5,0
CN1CCN(Cc2cnc(Nc3ncc(s3)-c3cc(C)nc(OC4CCCCC4)n3)cn2)CC1,C24H32N8OS,480.241978644,3.9010200000000026,1,10,92.19,7,0
COc1nc(ccc1Nc1ncc2ccnc(NCC(C)(C)OC)c2n1)-c1cnn(C)n1,C21H25N9O2,435.2131210400001,2.8044,2,11,124.79,8,0
CCN(CCN1CCC(CC1)c1c[nH]c2ccccc12)C(=O)[C@@H](C)O,C20H29N3O2,343.225977168,2.5766000000000004,2,3,59.57000000000001,6,0
CNC[C@@H]([C@@H](O)c1cc(F)cc(F)c1)c1ccc2ccccc2c1,C20H19F2NO,327.143470668,4.154600000000003,2,2,32.26,5,0
CCOc1cc(-c2ccc(nc2)N2CCC(CN3CCN(C)[C@@H](C)C3)(CC2)NC(=O)CC(C)C)c2c(cnn2c1)C#N,C32H44N8O2,572.358722648,3.803880000000002,1,9,102.03,9,0
Cc1cc(=O)oc2cc(Oc3ccc(Nc4c5CCCCCc5nc5ccc(Cl)cc45)cc3)ccc12,C30H25ClN2O3,496.1553703400001,8.107820000000004,1,5,64.36,4,0
Cc1ncc(NC(=O)c2ccnc(c2)C(C)(C)F)cc1-c1cc(N2CCOCC2)c(nn1)S(C)(=O)=O,C24H27FN6O4S,514.1798525639999,2.939020000000001,1,9,127.27,6,0
CS(=O)(=O)N[C@H]1CCCN([C@H]1COC1CCN(CC1)c1ccccc1F)C(=O)[C@@H]1C[C@@H]1F,C22H31F2N3O4S,471.200333912,2.0779,1,5,78.95,7,0
COc1nc(ccc1CN1CC2(C1)CCNC2)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CN2CC3(C2)CCNC3)c(OC)n1,C38H42Cl2N6O2,684.274629944,6.392200000000007,2,8,74.78,9,0
NCCOCCOc1ccc(Cl)c2NC(=O)NC3(CCCCC3)c12,C17H24ClN3O3,353.150619308,2.988600000000001,3,4,85.61000000000001,6,0
Nc1nc2cc(ccc2c(=O)n1CC1CC(CO1)c1ccccc1)-c1ccccc1,C25H23N3O2,397.179026976,4.218400000000004,1,5,70.14,4,0
COC(=O)N1CCC[C@H](NS(C)(=O)=O)[C@@H]1CO[C@H]1CC[C@H](CC1)c1ccccc1C(F)F,C22H32F2N2O5S,474.199999564,3.8156000000000025,1,5,84.94000000000001,7,0
CN(C)CCn1nc2C[C@]3(CCc4cc(OCCCC(F)(F)F)ccc34)NC(=O)c2c1NC(=O)CS(C)(=O)=O,C25H32F3N5O5S,571.207624784,2.2767,2,8,122.63,10,0
CN1CCN(CC1)c1cc(CCc2cc(C)cc(N)n2)cc(CCc2cc(C)cc(N)n2)c1,C27H36N6,444.300145152,3.580040000000001,2,6,84.3,7,0
COC(CN1CCN(CCc2ccc(C#N)c(OC)c2)CC1)c1ccc2C(=O)OCc2c1C,C26H31N3O4,449.23145647199993,3.093500000000001,0,7,75.03000000000002,8,0
COc1cccc2OC(c3ccccc3)c3cc(ccc3-c12)N(C)S(C)(=O)=O,C22H21NO4S,395.119129152,4.239800000000004,0,4,55.84,4,0
COCc1ccc(NC(=O)c2c(-c3ccc(CO)cc3)n(c3ncnc(N)c23)C2(C)CC2)cc1,C26H27N5O3,457.2113897240001,4.0805000000000025,3,7,115.29,7,0
CCc1cc(O)c(F)cc1-c1cc(N[C@H]2C[C@@H]3CC[C@H](C2)N3)c2nc(N)ncc2c1,C23H26FN5O,407.2121386720001,3.9810000000000016,4,6,96.09,4,0
C[C@@H](Oc1cc(cnc1N)-c1cnn(c1)C1CCNCC1)c1c(Cl)ccc(F)c1Cl,C21H22Cl2FN5O,449.118543904,5.0377000000000045,2,6,77.99000000000001,5,0
CC\C(=C(/c1cc2ccccc2[nH]1)c1ccc(\C=C\C(O)=O)cc1)c1ccc(Cl)cc1C(F)(F)F,C28H21ClF3NO2,495.121291252,8.307000000000004,2,1,53.09,6,0
Nc1c2CCCCc2nc2ccccc12,C13H14N2,198.115698448,2.695800000000001,1,2,38.91,0,0
Cc1cccnc1CCC1CCN(CC1)S(=O)(=O)CC1(CCOCC1)N(O)C=O,C20H31N3O5S,425.198442092,1.7612200000000005,1,6,100.04,8,0
OC(=O)COCc1ccc(\C=C\C23CCC(CC2)(CC3)OCc2c(onc2-c2c(Cl)cncc2Cl)C2CC2)cc1,C31H32Cl2N2O5,582.168827484,7.845000000000007,1,6,94.68,11,0
Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCOCC2)c2ccccc12)C(C)(C)C,C31H37N5O3,527.289640044,5.986420000000006,2,6,80.65,7,0
CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)C12CCC(CC1)(CC2)C(=O)NCCNC(=O)CCNC(=O)CCNC(=O)CCCCC[N+]1=C(\C=C\C=C\C=C2\N(C)c3ccc(cc3C2(C)C)S(O)(=O)=O)C(C)(C)c2cc(ccc12)S([O-])(=O)=O,C60H80N10O12S2,1196.5398599999996,5.754800000000013,6,15,306.8999999999999,26,0
CC1=CC(=O)C(=O)c2c3CCCCc3ccc12,C15H14O2,226.099379688,2.734100000000001,0,2,34.14,0,0
Oc1ccc(C[C@H]2CNC(=S)N2C[C@H]2CCCN2C[C@H](Cc2ccccc2)N2C[C@H](Cc3ccc(O)cc3)N(CCc3ccccc3)C2=S)cc1,C42H49N5O2S2,719.3327678080001,6.031200000000007,3,5,65.45,14,0
CN(C)c1ccc(cc1)S(=O)(=O)c1sc2ncccc2c1-c1ccc(Cl)cc1,C21H17ClN2O2S2,428.041997464,5.515500000000005,0,5,50.27,4,0
N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,C32H37N5O5,571.279469284,1.1933000000000018,5,6,167.85,12,0
CC(C)n1cc(cn1)-c1nc(Nc2ccc(N3CCC(CC3)N(C)CCO)c(F)c2)ncc1C,C25H34FN7O,467.280886928,4.005020000000004,2,8,82.34,8,0
CC(C)=CCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1,C20H20N2O2,320.15247788,3.953900000000002,0,2,40.620000000000005,4,0
COc1ccc(cc1)[C@@H]1[C@H]([C@@H](CN1CC(=O)N(C)C1CCCCC1)c1ccc2OCOc2c1)C(O)=O,C28H34N2O6,494.2416868079999,4.056300000000003,1,6,88.54000000000002,7,0
C[C@H](N1C(=O)c2cc(ccc2[C@]1(OC1COC[C@@H]1O)c1ccc(Cl)cc1)C(C)(C)O)c1ccc(Cl)cc1,C29H29Cl2NO5,541.1422783879999,5.415200000000006,2,5,79.23,6,0
Cc1onc(c1COc1ccc(cn1)C(=O)NCc1nc(no1)C1CC1)-c1ccccc1,C23H21N5O4,431.1593541520001,3.814420000000003,1,8,116.17,8,0
Cc1ccc2c3CCN(Cc4ccccc4)Cc3c(=O)oc2c1,C20H19NO2,305.141578848,3.6597200000000023,0,3,33.45,2,0
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3ccc(C#N)c(F)c3)c(=O)c12,C21H17FN8O2,432.145850004,1.4218799999999996,0,10,118.66,4,0
[O-]C(=O)C(F)(F)F.[O-]C(=O)C(F)(F)F.[O-]C(=O)C(F)(F)F.CCN(CC)c1ccc(cc1)C(=C1C=CC(C=C1)=[N+](CC)CC)c1ccc(cc1S([O-])(=O)=O)S(=O)(=O)NCCCC[C@H](NC(=O)Cc1csc(=[NH2+])n1C)C(=O)N[C@@H](Cc1cn(Cc2ccccc2)c[n+]1C)C(=O)NC1CC[NH+](C)CC1,C65H80F9N11O14S3,1505.49046322,-0.8151000000000073,6,18,361.0799999999999,26,0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NCC1(O)CCC1)-c1cnn2cc(Cl)cnc12,C22H26ClFN6O3,476.17389459200007,2.6104000000000003,4,8,124.67,8,0
COc1cccc2CN(Cc3ccc(cc3)[C@H](C)NC(=O)c3cncs3)CCc12,C23H25N3O2S,407.16674804,4.201000000000003,1,5,54.46,6,0
Cn1cc(nc1-c1ccc(Cn2c3nc(ncc3[nH]c2=O)-c2cccnc2N2CCOCC2)cc1)C(F)(F)F,C26H23F3N8O2,536.189606636,3.485800000000002,1,9,106.75,5,0
CC(C)OC(=O)N1CCC(CC1)O[C@H]1CC[C@@H](CC1)Oc1cnc(cn1)S(C)(=O)=O,C20H31N3O6S,441.193356712,2.5961000000000007,0,8,107.92,6,0
CCCCOc1ccc(cc1)C(CC(O)=O)c1cccs1,C17H20O3S,304.1133155,4.533600000000003,1,3,46.53,8,0
